Key,ParentId,Name,Channel,Channel Parent,Customer Since,Industry,Location,Sales Manager,Salesperson
C004042,C1000,Elevated Connections Innovations,Wholesale,Total Channel,3/14/2017,Finance,DE,Jim Halpert,Deandre Rushubak
C004043,C1000,Quantum Synthesis Consulting,Wholesale,Total Channel,7/10/2022,Manufacturing,FR,Saul Goodman,Jackie Chow
C004044,C1000,Optimized Initiatives Technologies,Distributor,Total Channel,10/16/2018,Finance,CA-AB,Don Draper,Matt Lew
C004045,C1000,Pioneering Matrix Solutions,Private Label,Total Channel,12/7/2010,Construction,AR,Saul Goodman,Deandre Rushubak
C004046,C1000,Innovative Technologies Co.,Wholesale,Total Channel,11/23/2015,Agriculture,US-FL,Saul Goodman,Deandre Rushubak
C004047,C1000,Dynamic Creations Technologies,Distributor,Total Channel,5/24/2010,Finance,AR,Don Draper,Jackie Chow
C004048,C1000,Optimized Labworks Solutions,Wholesale,Total Channel,6/25/2020,Manufacturing,ZA,Jim Halpert,Carrie Conrad
C004049,C1000,Empowered Solutions Development,Retail,Total Channel,10/11/2023,Agriculture,GB,Jim Halpert,Celina Kaiser
C004050,C1000,Digital Initiatives Inc.,Retail,Total Channel,2/21/2021,Manufacturing,US-AZ,Ricky Roma,Inez Santos
C004051,C1000,Adaptive Holdings Group,Wholesale,Total Channel,2/13/2012,Finance,US-FL,Ricky Roma,Kirby Booth
C004052,C1000,Revolutionary Engineering Holdings,Wholesale,Total Channel,10/27/2020,Construction,US-TX,Saul Goodman,Jacqueline Lo
C004053,C1000,Digital Holdings LLC,Distributor,Total Channel,12/10/2014,Construction,CA-ON,Ricky Roma,Jean Saheed
C004054,C1000,NextGen Holdings Holdings,Wholesale,Total Channel,8/5/2010,Finance,CA-ON,Saul Goodman,Celina Kaiser
C004055,C1000,Infinite Matrix Enterprises,Distributor,Total Channel,8/17/2010,Technology,SA,Don Draper,Kirby Booth
C004056,C1000,Comprehensive Solutions Network,Private Label,Total Channel,10/4/2023,Manufacturing,BR,Don Draper,Lane Mccan
C004057,C1000,Hyper Mechanisms Solutions,Private Label,Total Channel,1/29/2015,Manufacturing,CA-AB,Ricky Roma,Celina Kaiser
C004058,C1000,Visionary Mechanisms Corporation,Wholesale,Total Channel,4/8/2008,Manufacturing,CA-AB,Ricky Roma,Matt Lew
C004059,C1000,Velocity Enterprises Partners,Retail,Total Channel,6/26/2023,Finance,US-FL,Don Draper,Jonathan Wong
C004060,C1000,Groundbreaking Industries International,Retail,Total Channel,2/1/2012,Technology,US-CA,Jim Halpert,Shad Jensen
C004061,C1000,Hyper Designs Consulting,Retail,Total Channel,1/5/2013,Agriculture,AU,Ricky Roma,Clarita Kiefer
C004062,C1000,Reliable Ventures Global,Wholesale,Total Channel,9/23/2013,Manufacturing,IN,Jim Halpert,Jean Saheed
C004063,C1000,Comprehensive Concepts Works,Retail,Total Channel,5/17/2013,Technology,ZA,Ricky Roma,Lakeisha Grimes
C004064,C1000,Synergistic Industries Ventures,Retail,Total Channel,3/26/2020,Technology,SA,Jim Halpert,Shad Jensen
C004065,C1000,Virtual Protocols Development,Wholesale,Total Channel,5/17/2010,Construction,US-IL,Don Draper,Celina Kaiser
C004066,C1000,Revolutionary Global Ventures,Retail,Total Channel,3/13/2021,Finance,CA-AB,Saul Goodman,Kirby Booth
C004067,C1000,Precise Synthesis Frameworks,Private Label,Total Channel,8/11/2019,Finance,DE,Saul Goodman,Carrie Conrad
C004068,C1000,Adaptive Holdings Corporation,Private Label,Total Channel,4/9/2016,Retail,FR,Jim Halpert,Shad Jensen
C004069,C1000,Precise Industries Enterprises,Retail,Total Channel,4/10/2023,Agriculture,US-NY,Jim Halpert,Carrie Conrad
C004070,C1000,Velocity Fusion Development,Distributor,Total Channel,10/11/2019,Construction,FI,Jim Halpert,Kristy Mejia
C004071,C1000,Unified Development Group,Retail,Total Channel,6/30/2008,Agriculture,IN,Don Draper,Lakeisha Grimes
C004072,C1000,NextGen Agencies Synergies,Private Label,Total Channel,11/26/2010,Retail,US-AZ,Saul Goodman,Inez Santos
C004073,C1000,Profound Connections Enterprises,Private Label,Total Channel,6/12/2010,Technology,GB,Don Draper,Mavis Carrillo
C004074,C1000,Advanced Enterprises Ventures,Distributor,Total Channel,7/2/2018,Retail,AR,Ricky Roma,Mavis Carrillo
C004075,C1000,Superior Solutions Corporation,Retail,Total Channel,7/8/2008,Retail,US-AZ,Jim Halpert,Lane Mccan
C004076,C1000,Brilliant Connections Partners,Retail,Total Channel,11/8/2019,Agriculture,DE,Ricky Roma,Mavis Carrillo
C004077,C1000,Streamlined Mechanisms Consulting,Private Label,Total Channel,10/28/2009,Agriculture,SA,Jim Halpert,Eloise Villaneuva
C004078,C1000,Turbo Operations Innovations,Wholesale,Total Channel,7/28/2017,Manufacturing,US-AZ,Don Draper,Kirby Booth
C004079,C1000,Pioneering Operations International,Private Label,Total Channel,5/26/2018,Retail,CA-AB,Ricky Roma,Kristy Mejia
C004080,C1000,Revolutionary Analytics International,Wholesale,Total Channel,3/18/2020,Finance,AR,Ricky Roma,Shad Jensen
C004081,C1000,Empowered Industries Holdings,Retail,Total Channel,8/9/2008,Finance,US-CA,Don Draper,Clarita Kiefer
C004082,C1000,Streamlined Analytics International,Private Label,Total Channel,7/22/2011,Retail,BR,Ricky Roma,Shad Jensen
C004083,C1000,Advanced Solutions Holdings,Private Label,Total Channel,2/21/2011,Retail,SE,Jim Halpert,Kristy Mejia
C004084,C1000,Comprehensive Innovations Works,Distributor,Total Channel,6/26/2010,Construction,SE,Ricky Roma,Jacqueline Lo
C004085,C1000,Superior Labs Holdings,Private Label,Total Channel,4/14/2012,Retail,US-FL,Don Draper,Mikel Perez
C004086,C1000,Revolutionary Research Analytics,Private Label,Total Channel,12/14/2023,Construction,US-NY,Jim Halpert,Mavis Carrillo
C004087,C1000,Noble Consulting Global,Wholesale,Total Channel,4/19/2015,Finance,SE,Jim Halpert,Deandre Rushubak
C004088,C1000,Agile Horizons Global,Private Label,Total Channel,11/14/2019,Finance,CA-BC,Jim Halpert,Kirby Booth
C004089,C1000,Pioneering Ventures Ltd.,Retail,Total Channel,3/1/2011,Manufacturing,CA-BC,Saul Goodman,Lane Mccan
C004090,C1000,Precise Dynamics Works,Distributor,Total Channel,4/27/2011,Retail,BR,Jim Halpert,Eloise Villaneuva
C004091,C1000,Stellar Planning International,Distributor,Total Channel,9/16/2011,Finance,CA-BC,Jim Halpert,Deandre Rushubak
C004092,C1000,Digital Designs Solutions,Private Label,Total Channel,1/3/2013,Technology,FI,Don Draper,Lakeisha Grimes
C004093,C1000,Virtual Agencies Synergies,Retail,Total Channel,8/6/2019,Technology,CA-ON,Ricky Roma,Christa Peters
C004094,C1000,Brilliant Ventures Industries,Distributor,Total Channel,4/25/2022,Agriculture,GB,Jim Halpert,Kirby Booth
C004095,C1000,Expansive Engineering Group,Distributor,Total Channel,5/3/2021,Retail,FR,Saul Goodman,Deandre Rushubak
C004096,C1000,Superior Structures Solutions,Wholesale,Total Channel,12/31/2016,Technology,US-FL,Ricky Roma,Jackie Chow
C004097,C1000,Streamlined Industries Holdings,Private Label,Total Channel,3/19/2022,Retail,CA-AB,Ricky Roma,Kristy Mejia
C004098,C1000,Brilliant Initiatives Ventures,Private Label,Total Channel,10/7/2012,Retail,GB,Jim Halpert,Mollie Ahmed
C004099,C1000,Infinite Labworks Global,Retail,Total Channel,7/16/2010,Finance,CA-ON,Don Draper,Jacqueline Lo
C004100,C1000,Synergistic Labworks Resources,Private Label,Total Channel,6/27/2017,Retail,AR,Don Draper,Lakeisha Grimes
C004101,C1000,Advanced Solutions Group,Wholesale,Total Channel,3/13/2014,Agriculture,FR,Don Draper,Mikel Perez
C004102,C1000,Superior Initiatives Holdings,Private Label,Total Channel,7/31/2017,Agriculture,IN,Jim Halpert,Christa Peters
C004103,C1000,Elevated Agencies Resources,Retail,Total Channel,1/26/2021,Retail,BR,Ricky Roma,Celina Kaiser
C004104,C1000,Elite Dynamics Solutions,Wholesale,Total Channel,7/22/2010,Agriculture,US-IL,Ricky Roma,Lakeisha Grimes
C004105,C1000,NextGen Consulting Development,Retail,Total Channel,5/9/2009,Retail,CA-AB,Saul Goodman,Jacqueline Lo
C004106,C1000,Vibrant Dynamics Consultants,Wholesale,Total Channel,6/5/2023,Retail,CA-AB,Jim Halpert,Christa Peters
C004107,C1000,Superior Management Holdings,Private Label,Total Channel,1/6/2010,Construction,CA-BC,Saul Goodman,Inez Santos
C004108,C1000,Superior Labworks Holdings,Wholesale,Total Channel,1/31/2021,Finance,AR,Don Draper,Mikel Perez
C004109,C1000,NextGen Holdings Development,Distributor,Total Channel,11/7/2012,Agriculture,SE,Don Draper,Jacqueline Lo
C004110,C1000,Driven Labworks Industries,Distributor,Total Channel,11/21/2019,Agriculture,US-CA,Saul Goodman,Jacqueline Lo
C004111,C1000,Modern Designs Consultants,Wholesale,Total Channel,11/21/2023,Agriculture,US-FL,Jim Halpert,Mavis Carrillo
C004112,C1000,Optimized Research Network,Wholesale,Total Channel,8/26/2022,Finance,US-FL,Don Draper,Clarita Kiefer
C004113,C1000,Agile Consulting Enterprises,Retail,Total Channel,7/13/2015,Retail,SA,Don Draper,Celina Kaiser
C004114,C1000,Premier Initiatives Enterprises,Distributor,Total Channel,2/26/2012,Manufacturing,SA,Jim Halpert,Celina Kaiser
C004115,C1000,Progressive Projects LLC,Retail,Total Channel,2/20/2015,Technology,CA-BC,Saul Goodman,Mollie Ahmed
C004116,C1000,Empowered Holdings Analytics,Distributor,Total Channel,8/3/2010,Agriculture,GB,Ricky Roma,Matt Lew
C004117,C1000,Advanced Initiatives Holdings,Distributor,Total Channel,2/13/2017,Manufacturing,US-CA,Jim Halpert,Kirby Booth
C004118,C1000,Reliable Ventures Ventures,Retail,Total Channel,11/14/2012,Finance,US-AZ,Jim Halpert,Inez Santos
C004119,C1000,Unified Development Holdings,Private Label,Total Channel,2/12/2018,Construction,US-IL,Ricky Roma,Mavis Carrillo
C004120,C1000,Adaptive Horizons Resources,Distributor,Total Channel,5/17/2016,Construction,US-TX,Ricky Roma,Matt Lew
C004121,C1000,Robust Technologies Group,Retail,Total Channel,9/1/2021,Construction,AU,Saul Goodman,Mollie Ahmed
C004122,C1000,Profound Dynamics Consortium,Wholesale,Total Channel,7/9/2018,Technology,ZA,Saul Goodman,Kristy Mejia
C004123,C1000,Revolutionary Management Holdings,Private Label,Total Channel,7/29/2023,Technology,GB,Don Draper,Deandre Rushubak
C004124,C1000,Strategic Holdings Inc.,Private Label,Total Channel,6/11/2018,Technology,US-AZ,Saul Goodman,Lane Mccan
C004125,C1000,Collaborative Operations Consulting,Wholesale,Total Channel,2/4/2023,Retail,ZA,Ricky Roma,Deandre Rushubak
C004126,C1000,Collaborative Fusion Corporation,Wholesale,Total Channel,4/4/2009,Finance,US-AZ,Jim Halpert,Lakeisha Grimes
C004127,C1000,Cutting-Edge Fabrication Inc.,Private Label,Total Channel,12/4/2023,Manufacturing,US-TX,Saul Goodman,Celina Kaiser
C004128,C1000,Evolving Partners Ltd.,Private Label,Total Channel,11/14/2021,Finance,US-AZ,Don Draper,Jackie Chow
C004129,C1000,Innovative Systems Solutions,Private Label,Total Channel,4/30/2011,Finance,CA-AB,Ricky Roma,Carrie Conrad
C004130,C1000,Vast Global Technologies,Private Label,Total Channel,1/23/2015,Agriculture,US-NY,Jim Halpert,Lakeisha Grimes
C004131,C1000,Expansive Projects Holdings,Wholesale,Total Channel,12/20/2018,Construction,US-CA,Jim Halpert,Lakeisha Grimes
C004132,C1000,Dynamic Strategies Global,Wholesale,Total Channel,9/9/2019,Retail,US-CA,Saul Goodman,Jean Saheed
C004133,C1000,Stellar Solutions Dynamics,Distributor,Total Channel,12/20/2019,Retail,AR,Ricky Roma,Kirby Booth
C004134,C1000,Reliable Designs Global,Wholesale,Total Channel,9/1/2010,Manufacturing,AR,Jim Halpert,Mikel Perez
C004135,C1000,Superior Strategies Co.,Private Label,Total Channel,7/27/2017,Agriculture,US-TX,Jim Halpert,Jean Saheed
C004136,C1000,Modern Labs Co.,Distributor,Total Channel,5/12/2021,Manufacturing,CA-AB,Jim Halpert,Inez Santos
C004137,C1000,Virtual Frameworks Ventures,Retail,Total Channel,12/23/2012,Finance,ZA,Don Draper,Deandre Rushubak
C004138,C1000,Bold Operations Synergies,Private Label,Total Channel,5/17/2011,Retail,DE,Don Draper,Mavis Carrillo
C004139,C1000,Groundbreaking Concepts Frameworks,Retail,Total Channel,2/14/2021,Construction,DE,Saul Goodman,Christa Peters
C004140,C1000,Progressive Synthesis LLC,Wholesale,Total Channel,12/13/2023,Finance,US-IL,Don Draper,Jonathan Wong
C004141,C1000,Future Productions Network,Retail,Total Channel,5/5/2010,Manufacturing,IN,Jim Halpert,Deandre Rushubak
C004142,C1000,Groundbreaking Ventures Enterprises,Wholesale,Total Channel,6/26/2022,Finance,ZA,Ricky Roma,Celina Kaiser
C004143,C1000,Energetic Ventures Holdings,Private Label,Total Channel,2/11/2012,Manufacturing,ZA,Ricky Roma,Lakeisha Grimes
C004144,C1000,High-Tech Strategies Enterprises,Retail,Total Channel,5/15/2009,Manufacturing,US-IL,Don Draper,Lane Mccan
C004145,C1000,Collaborative Structures Development,Wholesale,Total Channel,8/11/2009,Agriculture,GB,Ricky Roma,Eloise Villaneuva
C004146,C1000,Elevated Focus Group,Private Label,Total Channel,3/20/2009,Construction,US-AZ,Jim Halpert,Lakeisha Grimes
C004147,C1000,Empowered Projects Holdings,Distributor,Total Channel,9/22/2012,Construction,DE,Ricky Roma,Eloise Villaneuva
C004148,C1000,Comprehensive Industries LLC,Wholesale,Total Channel,6/16/2020,Manufacturing,US-TX,Don Draper,Shad Jensen
C004149,C1000,Synergistic Engineering Holdings,Distributor,Total Channel,10/31/2008,Retail,IN,Jim Halpert,Shad Jensen
C004150,C1000,Stellar Partners Synergies,Private Label,Total Channel,10/13/2023,Manufacturing,GB,Jim Halpert,Mikel Perez
C004151,C1000,Virtual Ventures Consulting,Retail,Total Channel,6/13/2013,Construction,CA-AB,Saul Goodman,Kirby Booth
C004152,C1000,Optimized Management Development,Retail,Total Channel,12/20/2009,Finance,US-IL,Ricky Roma,Matt Lew
C004153,C1000,Vast Dynamics Group,Retail,Total Channel,1/7/2014,Technology,SA,Saul Goodman,Matt Lew
C004154,C1000,Superior Engineering LLC,Wholesale,Total Channel,8/19/2023,Finance,BR,Ricky Roma,Lane Mccan
C004155,C1000,Elevated Global Industries,Retail,Total Channel,6/24/2012,Agriculture,FR,Saul Goodman,Deandre Rushubak
C004156,C1000,Agile Connections Global,Wholesale,Total Channel,1/4/2016,Retail,AU,Ricky Roma,Eloise Villaneuva
C004157,C1000,Synergistic Development Holdings,Wholesale,Total Channel,4/21/2019,Manufacturing,DE,Saul Goodman,Shad Jensen
C004158,C1000,Vast Management Consortium,Distributor,Total Channel,10/23/2020,Agriculture,US-FL,Jim Halpert,Lakeisha Grimes
C004159,C1000,NextGen Enterprises Frameworks,Distributor,Total Channel,6/18/2009,Technology,US-FL,Saul Goodman,Lane Mccan
C004160,C1000,High-Tech Strategies Network,Wholesale,Total Channel,10/13/2015,Construction,US-IL,Don Draper,Lakeisha Grimes
C004161,C1000,Innovative Enterprises Consortium,Wholesale,Total Channel,10/23/2018,Agriculture,IN,Saul Goodman,Lane Mccan
C004162,C1000,Elite Analytics Industries,Wholesale,Total Channel,4/15/2015,Manufacturing,DE,Jim Halpert,Matt Lew
C004163,C1000,Synergistic Protocols Group,Retail,Total Channel,6/19/2014,Construction,SE,Jim Halpert,Shad Jensen
C004164,C1000,Premier Networks Frameworks,Distributor,Total Channel,6/29/2015,Technology,US-FL,Jim Halpert,Lane Mccan
C004165,C1000,Vast Concepts Industries,Distributor,Total Channel,1/1/2022,Retail,US-TX,Jim Halpert,Mavis Carrillo
C004166,C1000,Elevated Dynamics Technologies,Wholesale,Total Channel,4/8/2022,Construction,CA-ON,Ricky Roma,Mikel Perez
C004167,C1000,Energetic Research Ltd.,Wholesale,Total Channel,8/31/2012,Finance,CA-ON,Saul Goodman,Inez Santos
C004168,C1000,Noble Horizons Holdings,Retail,Total Channel,10/9/2023,Manufacturing,US-FL,Saul Goodman,Lane Mccan
C004169,C1000,Turbo Systems Dynamics,Wholesale,Total Channel,2/26/2011,Agriculture,SE,Saul Goodman,Clarita Kiefer
C004170,C1000,Advanced Ventures Co.,Retail,Total Channel,1/8/2014,Agriculture,BR,Saul Goodman,Mollie Ahmed
C004171,C1000,Vibrant Operations Consultants,Private Label,Total Channel,3/25/2020,Agriculture,US-IL,Jim Halpert,Jean Saheed
C004172,C1000,Precise Ventures Solutions,Wholesale,Total Channel,10/4/2018,Technology,ZA,Jim Halpert,Kristy Mejia
C004173,C1000,Velocity Solutions Consulting,Wholesale,Total Channel,2/26/2019,Technology,CA-AB,Ricky Roma,Jackie Chow
C004174,C1000,Vast Focus Ventures,Wholesale,Total Channel,8/17/2011,Construction,US-FL,Jim Halpert,Carrie Conrad
C004175,C1000,Expansive Labworks Corporation,Retail,Total Channel,4/10/2011,Retail,IN,Ricky Roma,Kirby Booth
C004176,C1000,Reliable Innovations Ventures,Distributor,Total Channel,12/24/2019,Agriculture,US-IL,Don Draper,Mavis Carrillo
C004177,C1000,Innovative Development Solutions,Distributor,Total Channel,9/5/2012,Manufacturing,BR,Ricky Roma,Deandre Rushubak
C004178,C1000,Revolutionary Development Enterprises,Distributor,Total Channel,12/8/2017,Technology,US-NY,Ricky Roma,Lakeisha Grimes
C004179,C1000,Vibrant Engineering Global,Distributor,Total Channel,8/29/2011,Agriculture,SA,Ricky Roma,Mollie Ahmed
C004180,C1000,Revolutionary Enterprises Partners,Distributor,Total Channel,1/18/2017,Construction,CA-BC,Jim Halpert,Matt Lew
C004181,C1000,Brilliant Enterprises Network,Distributor,Total Channel,4/28/2022,Retail,CA-AB,Jim Halpert,Jean Saheed
C004182,C1000,Noble Labworks Partners,Retail,Total Channel,9/15/2020,Construction,GB,Ricky Roma,Jacqueline Lo
C004183,C1000,NextGen Synthesis Solutions,Wholesale,Total Channel,4/19/2022,Retail,ZA,Don Draper,Jean Saheed
C004184,C1000,Global Enterprises Analytics,Wholesale,Total Channel,10/15/2016,Retail,US-CA,Jim Halpert,Christa Peters
C004185,C1000,Elevated Frameworks Network,Private Label,Total Channel,2/8/2022,Finance,ZA,Ricky Roma,Christa Peters
C004186,C1000,Profound Ventures Innovations,Retail,Total Channel,11/14/2022,Agriculture,US-TX,Jim Halpert,Shad Jensen
C004187,C1000,Revolutionary Frameworks Network,Wholesale,Total Channel,9/23/2013,Agriculture,CA-AB,Saul Goodman,Christa Peters
C004188,C1000,High-Tech Resources Ltd.,Retail,Total Channel,6/21/2017,Technology,ZA,Don Draper,Mavis Carrillo
C004189,C1000,Elevated Frameworks Solutions,Private Label,Total Channel,10/10/2022,Agriculture,US-IL,Ricky Roma,Mollie Ahmed
C004190,C1000,Hyper Consulting International,Distributor,Total Channel,9/15/2014,Agriculture,FI,Jim Halpert,Jonathan Wong
C004191,C1000,Quantum Labworks Holdings,Distributor,Total Channel,1/31/2011,Manufacturing,CA-BC,Don Draper,Mikel Perez
C004192,C1000,Infinite Industries Partners,Private Label,Total Channel,5/8/2016,Finance,AU,Don Draper,Matt Lew
C004193,C1000,Groundbreaking Creations Partners,Distributor,Total Channel,10/1/2012,Technology,AU,Saul Goodman,Lakeisha Grimes
C004194,C1000,Digital Focus Works,Private Label,Total Channel,11/18/2015,Retail,CA-BC,Don Draper,Celina Kaiser
C004195,C1000,Intelligent Logistics Solutions,Retail,Total Channel,7/22/2023,Technology,US-TX,Jim Halpert,Mikel Perez
C004196,C1000,Advanced Architecture Solutions,Private Label,Total Channel,11/21/2015,Construction,US-IL,Ricky Roma,Deandre Rushubak
C004197,C1000,Elevated Logistics Partners,Retail,Total Channel,10/17/2011,Technology,CA-BC,Jim Halpert,Eloise Villaneuva
C004198,C1000,Energetic Projects Enterprises,Wholesale,Total Channel,6/21/2021,Manufacturing,CA-ON,Don Draper,Inez Santos
C004199,C1000,Global Mechanisms Solutions,Private Label,Total Channel,12/26/2020,Construction,AR,Saul Goodman,Kristy Mejia
C004200,C1000,Vibrant Innovations Holdings,Distributor,Total Channel,12/24/2018,Manufacturing,FI,Jim Halpert,Eloise Villaneuva
C004201,C1000,Agile Logistics Partners,Private Label,Total Channel,9/9/2021,Manufacturing,DE,Ricky Roma,Carrie Conrad
C004202,C1000,Comprehensive Productions International,Wholesale,Total Channel,2/3/2022,Retail,IN,Don Draper,Carrie Conrad
C004203,C1000,Robust Synthesis Consortium,Distributor,Total Channel,7/8/2010,Finance,AR,Jim Halpert,Mikel Perez
C004204,C1000,Cutting-Edge Labworks Ventures,Private Label,Total Channel,3/28/2009,Agriculture,GB,Ricky Roma,Lane Mccan
C004205,C1000,Global Nexus Holdings,Private Label,Total Channel,3/3/2017,Manufacturing,US-FL,Jim Halpert,Jackie Chow
C004206,C1000,Robust Research Corporation,Distributor,Total Channel,6/18/2023,Manufacturing,SA,Ricky Roma,Mavis Carrillo
C004207,C1000,Progressive Ventures Partners,Private Label,Total Channel,8/6/2008,Construction,CA-BC,Jim Halpert,Lakeisha Grimes
C004208,C1000,Premier Partners Holdings,Distributor,Total Channel,10/29/2019,Construction,US-AZ,Ricky Roma,Lakeisha Grimes
C004209,C1000,Progressive Fusion Inc.,Retail,Total Channel,12/19/2020,Retail,US-FL,Don Draper,Jonathan Wong
C004210,C1000,Dynamic Labworks Frameworks,Wholesale,Total Channel,10/15/2017,Retail,SE,Saul Goodman,Christa Peters
C004211,C1000,Adaptive Focus Ltd.,Retail,Total Channel,10/5/2013,Agriculture,IN,Don Draper,Christa Peters
C004212,C1000,Hyper Architecture Solutions,Private Label,Total Channel,11/7/2009,Agriculture,IN,Jim Halpert,Jean Saheed
C004213,C1000,Energetic Frameworks Resources,Wholesale,Total Channel,5/25/2010,Technology,US-CA,Saul Goodman,Jonathan Wong
C004214,C1000,Synergistic Engineering Partners,Wholesale,Total Channel,11/14/2021,Finance,US-FL,Saul Goodman,Kirby Booth
C004215,C1000,Optimized Solutions Holdings,Wholesale,Total Channel,9/1/2010,Construction,CA-BC,Jim Halpert,Kirby Booth
C004216,C1000,Brilliant Innovations Innovations,Distributor,Total Channel,4/19/2012,Retail,US-IL,Saul Goodman,Jackie Chow
C004217,C1000,Premier Innovations Holdings,Private Label,Total Channel,6/13/2011,Manufacturing,AU,Ricky Roma,Matt Lew
C004218,C1000,Comprehensive Protocols Enterprises,Wholesale,Total Channel,1/10/2009,Manufacturing,BR,Don Draper,Jackie Chow
C004219,C1000,Innovative Connections Holdings,Private Label,Total Channel,7/21/2014,Agriculture,US-FL,Don Draper,Celina Kaiser
C004220,C1000,Energetic Analytics Technologies,Distributor,Total Channel,2/6/2008,Retail,US-NY,Don Draper,Lakeisha Grimes
C004221,C1000,Intelligent Solutions Technologies,Wholesale,Total Channel,7/21/2016,Retail,CA-BC,Saul Goodman,Matt Lew
C004222,C1000,Quantum Analytics Development,Distributor,Total Channel,5/2/2016,Construction,BR,Ricky Roma,Mikel Perez
C004223,C1000,Evolving Horizons Consortium,Private Label,Total Channel,2/11/2018,Retail,US-IL,Ricky Roma,Lane Mccan
C004224,C1000,Cutting-Edge Analytics Innovations,Distributor,Total Channel,4/15/2019,Retail,ZA,Ricky Roma,Jackie Chow
C004225,C1000,Dynamic Networks Enterprises,Distributor,Total Channel,1/8/2020,Finance,US-IL,Saul Goodman,Deandre Rushubak
C004226,C1000,High-Tech Ventures Innovations,Distributor,Total Channel,7/29/2022,Agriculture,US-AZ,Jim Halpert,Celina Kaiser
C004227,C1000,Vibrant Protocols Resources,Private Label,Total Channel,10/5/2014,Technology,CA-ON,Saul Goodman,Jean Saheed
C004228,C1000,Revolutionary Operations Group,Private Label,Total Channel,3/26/2016,Retail,IN,Don Draper,Lane Mccan
C004229,C1000,Bold Operations Technologies,Distributor,Total Channel,9/16/2009,Finance,AR,Ricky Roma,Jonathan Wong
C004230,C1000,Optimized Labs Industries,Private Label,Total Channel,1/5/2009,Retail,BR,Jim Halpert,Mikel Perez
C004231,C1000,Modern Strategies International,Retail,Total Channel,9/23/2023,Technology,CA-AB,Don Draper,Inez Santos
C004232,C1000,Driven Protocols Solutions,Private Label,Total Channel,2/14/2021,Agriculture,CA-AB,Saul Goodman,Kirby Booth
C004233,C1000,Elevated Solutions Network,Retail,Total Channel,9/14/2011,Retail,DE,Ricky Roma,Celina Kaiser
C004234,C1000,Progressive Operations International,Distributor,Total Channel,8/9/2019,Technology,CA-BC,Jim Halpert,Jacqueline Lo
C004235,C1000,Robust Partners Holdings,Retail,Total Channel,8/10/2012,Retail,CA-ON,Ricky Roma,Mikel Perez
C004236,C1000,Agile Holdings Innovations,Distributor,Total Channel,11/19/2017,Construction,CA-ON,Ricky Roma,Jacqueline Lo
C004237,C1000,Revolutionary Ventures Partners,Private Label,Total Channel,6/7/2010,Retail,US-TX,Don Draper,Jean Saheed
C004238,C1000,Energetic Global Dynamics,Distributor,Total Channel,1/15/2018,Agriculture,US-NY,Ricky Roma,Deandre Rushubak
C004239,C1000,Innovative Structures Analytics,Private Label,Total Channel,7/11/2020,Retail,BR,Saul Goodman,Jonathan Wong
C004240,C1000,Energetic Dynamics Consulting,Wholesale,Total Channel,9/22/2011,Manufacturing,IN,Don Draper,Lane Mccan
C004241,C1000,Optimized Concepts Inc.,Distributor,Total Channel,4/16/2016,Retail,IN,Don Draper,Mikel Perez
C004242,C1000,Vast Consulting Inc.,Distributor,Total Channel,4/8/2021,Construction,US-TX,Don Draper,Carrie Conrad
C004243,C1000,Collaborative Labworks Enterprises,Retail,Total Channel,1/26/2021,Technology,BR,Don Draper,Mikel Perez
C004244,C1000,Pioneering Analytics Enterprises,Retail,Total Channel,1/2/2009,Manufacturing,US-TX,Saul Goodman,Kirby Booth
C004245,C1000,Reliable Dynamics Dynamics,Retail,Total Channel,5/8/2021,Technology,DE,Don Draper,Kristy Mejia
C004246,C1000,Collaborative Fabrication Network,Wholesale,Total Channel,8/8/2022,Finance,AR,Jim Halpert,Eloise Villaneuva
C004247,C1000,Reliable Focus Ventures,Private Label,Total Channel,12/16/2016,Construction,CA-AB,Don Draper,Jackie Chow
C004248,C1000,Visionary Synthesis Frameworks,Retail,Total Channel,3/14/2020,Construction,US-CA,Jim Halpert,Christa Peters
C004249,C1000,Infinite Fusion Solutions,Retail,Total Channel,5/4/2015,Technology,CA-ON,Ricky Roma,Lane Mccan
C004250,C1000,Robust Designs Solutions,Private Label,Total Channel,4/11/2016,Technology,FR,Ricky Roma,Eloise Villaneuva
C004251,C1000,Profound Dynamics Network,Distributor,Total Channel,8/27/2019,Finance,AR,Don Draper,Jackie Chow
C004252,C1000,Advanced Concepts Solutions,Private Label,Total Channel,3/29/2012,Technology,FI,Jim Halpert,Jonathan Wong
C004253,C1000,Visionary Horizons Holdings,Wholesale,Total Channel,6/8/2012,Technology,FR,Don Draper,Jean Saheed
C004254,C1000,Superior Fusion Consultants,Retail,Total Channel,12/29/2017,Finance,IN,Saul Goodman,Inez Santos
C004255,C1000,Streamlined Fusion Technologies,Private Label,Total Channel,9/15/2021,Finance,FI,Don Draper,Eloise Villaneuva
C004256,C1000,Digital Agencies Holdings,Distributor,Total Channel,5/2/2018,Technology,SE,Ricky Roma,Clarita Kiefer
C004257,C1000,High-Tech Management Ventures,Wholesale,Total Channel,8/24/2018,Agriculture,FI,Jim Halpert,Kristy Mejia
C004258,C1000,Superior Solutions Enterprises,Distributor,Total Channel,12/1/2016,Retail,AU,Don Draper,Carrie Conrad
C004259,C1000,Superior Architecture Partners,Distributor,Total Channel,10/20/2013,Retail,SA,Saul Goodman,Kristy Mejia
